Season,Week,SKU,ValueB1,ValueB2,ValueB3,ValueB4,ValueB5,ValueB6,ValueB7,ReturnB1,ReturnB2,ReturnB3,ReturnB4,ReturnB5,ReturnB6,ReturnB7,price,buynum,salary,mean,std
11,4,C,418.7996567,245.1868548,369.9058545,4.183151953,682.9991619,827.4544984,101.9958587,0,0,0,0,0,0,0,599,2,1198,378.6464339,297.2983043
11,5,C,752.6295272,750.0780814,496.011915,927.8207675,15.91952555,233.7861725,723.5508437,0,0,0,0,0,0,0,699,4,2796,557.1138333,327.0453578
11,6,C,293.3471445,299.3228073,275.558861,570.0662002,425.7429078,208.3227038,420.9762966,0,0,0,0,0,200.1402407,0,399,3,1197,369.6296767,128.6405769
11,7,C,462.9369161,192.2259633,170.4379177,413.2236755,207.7663551,490.5248682,256.3245115,0,0,0,0,0,0,0,399,3,1197,330.481393,226.3356533
11,8,C,360.9271775,354.9804199,461.0367355,432.1650142,426.5677802,370.9173933,298.9767203,0,0,0,0,0,0,0,299,6,1794,368.9802633,67.4184394
11,9,C,489.0841117,269.7270251,629.8065462,679.3798758,586.5319664,245.3815707,271.5828514,0,0,0,0,0,0,0,399,4,1596,453.0705639,187.637858
11,10,C,121.0454714,615.6510858,240.2047088,363.1359886,443.0266082,485.5951761,397.1783031,0,0,0,0,208.8175797,0,0,299,5,1495,380.833906,162.1876081
11,11,C,4.335595524,258.7861352,210.9512817,451.2852314,560.7130155,337.2841677,170.9076431,0,0,0,0,0,0,0,399,2,798,284.8947243,184.554398
11,12,C,304.6719465,32.20937336,478.5298192,194.8572966,180.3235714,232.3446963,81.95447564,0,0,0,0,0,0,0,299,2,598,214.9844541,147.4853486
12,1,A,729.1236907,241.4331207,650.720706,127.3372029,893.2187674,494.3711761,718.5354299,0,0,0,0,0,0,0,599,4,2396,522.7007773,294.11206
12,2,A,776.9509579,856.8795843,898.8987779,811.1337679,598.6789579,337.9454134,206.9735857,0,0,0,0,299.8480919,0,221.4253691,699,4,2796,641.0658636,271.586692
12,3,A,340.994547,429.303202,595.1888124,389.0310635,788.5697677,280.7855817,304.49472,0,339.5148261,0,0,0,0,0,299,6,1794,456.5561051,198.7798963
12,4,A,741.1374887,672.0474264,589.0242512,454.8663861,695.002687,581.9714404,621.2870227,0,0,0,349.0494355,0,0,172.8119227,499,6,2994,601.5787872,117.6820444
12,5,A,876.5850378,273.3527846,757.527118,463.2357565,573.7216999,685.2647818,518.8593935,0,0,0,0,0,0,0,499,5,2495,592.6495103,200.3676454
12,6,A,861.4528278,299.6499543,645.6752603,556.8409812,659.6122087,396.3268212,360.1295711,0,0,0,473.1854165,0,0,0,499,4,1996,544.7497189,226.2694833
12,7,A,535.9011123,127.5106243,625.3075448,853.1523747,823.1144229,337.3693621,419.0035889,0,0,476.0424453,0,0,0,160.9090965,499,4,1996,531.6227186,261.6829839
12,8,A,226.9540307,663.0658305,340.1890834,561.4709788,696.4075975,309.545582,207.3998682,426.6618165,0,0,0,0,0,0,499,3,1497,429.2904244,206.5298748
12,9,A,225.3722292,626.6278864,298.026331,727.3868813,205.548621,532.3526157,575.2059493,0,0,0,0,0,0,0,499,4,1996,455.7886448,209.6325851
12,10,A,0.242748015,392.3473328,92.89646946,511.2370145,229.9802166,503.4963274,418.8950366,0,0,0,108.4693552,0,0,0,399,3,1197,305.3535192,241.2316537
12,11,A,498.55092,511.7541231,434.8648475,594.2716792,347.1393873,457.623226,438.4734307,0,0,0,0,0,0,0,399,6,2394,468.9539448,76.88809039
12,12,A,338.524778,217.0256775,478.9509609,321.86943,393.6745219,135.1600601,70.98727727,0,0,0,0,0,0,0,299,4,1196,279.4561008,145.0920406
12,1,B,638.7983997,730.3404627,516.0534241,649.0907782,932.5477106,196.4084779,687.6373436,0,0,0,0,0,0,0,599,5,2995,610.5398755,245.2584134
12,2,B,786.8999364,733.7793566,474.8158359,397.6842338,429.9132898,584.0595146,300.5536665,0,0,0,0,0,0,0,699,2,1398,538.8149996,195.0129436
12,3,B,759.7933702,575.4282106,170.2965015,242.7430908,303.9479378,352.2136055,450.9462765,0,0,493.0128344,293.4061953,0,275.5354765,0,299,5,1495,407.9098561,204.6895452
12,4,B,285.1175894,403.5204771,444.0505583,697.7875162,815.7126689,35.65752055,145.2960101,0,170.7345352,0,0,0,0,0,399,4,1596,423.6707919,302.5574325
12,5,B,837.3859037,869.0823714,810.8004959,837.3214884,871.057222,868.9095785,857.1228336,0,0,0,0,0,437.184966,0,799,7,5593,846.5284835,28.11197331
12,6,B,265.8394183,420.5240922,267.5606912,264.0015624,237.2273474,162.941299,592.7584626,0,0,0,0,0,0,221.2192758,399,2,798,360.0563541,187.8718416
12,7,B,811.3149863,847.7131358,570.6729281,392.7713978,850.2927634,3.639991633,352.3911422,0,0,0,0,0,0,0,799,3,2397,543.0205695,349.0219062
12,8,B,515.316788,396.4618548,209.3602497,669.4443819,650.0112071,777.0871461,434.3132198,0,0,0,0,0,0,0,499,4,1996,521.7135496,193.4048727
12,9,B,428.6077525,543.0392827,325.2966682,560.225229,534.0796105,663.4496718,705.6464313,0,0,0,0,0,0,0,499,5,2495,537.7108393,142.5280118
12,10,B,293.3695302,258.519414,662.6852165,371.5424986,413.9799106,292.7566328,376.7900177,0,0,0,0,206.825701,0,0,299,4,1196,416.7034115,149.3060866
12,11,B,214.179291,328.0528763,572.3711832,551.8088822,415.5146546,376.4923256,326.9388866,0,428.678291,0,0,0,0,0,299,6,1794,401.477629,140.0207245
12,12,B,387.0246594,386.2219175,251.6519959,300.0757944,467.6068979,378.2082311,324.1331995,0,0,0,0,0,0,0,299,6,1794,351.4501297,75.91988207
12,1,C,931.0627853,36.25721594,267.6879974,190.1437541,846.0425747,311.7753366,43.03178141,0,0,0,0,0,0,0,799,2,1598,393.0522413,398.0578826
12,2,C,182.2029867,418.9049082,467.6999201,375.040435,578.0287993,280.3560146,879.153121,0,0,306.4885276,0,0,0,47.88554731,399,4,1596,483.5050284,233.4277712
12,3,C,878.1001202,277.3658652,163.8185245,503.7950456,667.6254467,309.3318648,701.9847365,0,0,0,0,0,0,0,499,4,1996,532.1149565,271.3912111
12,4,C,779.6131466,844.9449392,876.8842404,859.5640148,733.6397213,694.1113772,337.5749173,0,0,0,0,0,0,0,599,6,3594,732.1154393,204.5943331
12,5,C,638.9325094,289.1518652,560.3047271,589.7200584,670.4664481,777.4032593,535.9229166,0,0,0,0,0,0,0,499,6,2994,566.6498433,182.4722048
12,6,C,642.2782544,316.6690161,421.6992715,269.7363794,215.851121,756.5990142,439.1024795,0,0,0,0,0,0,0,599,2,1198,440.0393774,217.0691946
12,7,C,503.8253263,472.5833641,68.34807206,666.9032814,326.6509885,451.9360891,432.3110335,0,112.3552051,0,0,0,0,0,399,5,1995,411.7703443,201.4305043
12,8,C,92.00171091,719.8778086,323.4820666,183.7457487,266.7356155,136.7579884,371.644798,356.8905673,0,0,0,0,0,0,699,1,699,318.4166647,224.0377108
12,9,C,351.3192901,28.15170685,37.33429807,279.3387289,200.0454028,682.4337583,72.17076598,0,28.32767634,0,0,0,0,0,599,1,599,228.5758703,254.1938859
12,10,C,290.4539799,543.5418671,235.6581381,601.0676916,422.2898097,246.7123452,435.6656563,190.7174413,0,0,0,0,0,180.8719705,399,4,1596,396.4842126,144.4648266
12,11,C,401.4974007,393.7324125,242.4943493,15.03298967,500.5917101,169.3973763,447.0338462,0,0,0,0,0,0,0,399,3,1197,309.9685835,174.0775723
12,12,C,334.027699,270.9847953,273.5760366,14.49528138,393.7091385,83.1318437,137.7435816,0,0,0,0,0,0,0,299,2,598,192.6215088,163.6768707
13,1,A,643.5249813,878.4301529,670.7490385,561.006879,68.52385134,292.3143185,182.4454927,0,0,0,0,0,0,28.46504085,499,4,1996,500.780066,311.0288589
13,2,A,679.6752165,778.3949165,823.2408746,558.1633856,993.9653041,841.9152502,163.1841764,0,270.6087232,0,0,0,0,0,499,6,2994,634.6765998,308.1913287
13,3,A,855.1589857,103.0813998,537.3676794,414.352253,391.0559752,876.8108592,648.9147171,0,0,0,0,0,0,0,499,4,1996,568.7316027,294.1989944
13,4,A,497.036387,521.694974,859.5303812,902.8649734,199.7874366,458.0012978,498.6039458,0,0,0,0,0,0,0,799,2,1598,573.152575,265.2641761
13,5,A,209.9397429,695.9561387,367.1973285,370.2952231,826.9921517,188.5459057,638.6443631,313.4317656,0,0,0,0,126.7813685,0,599,3,1797,488.3955875,268.960553
13,6,A,493.4116259,115.7883443,660.9783257,582.265369,792.768997,86.97792458,584.1124365,0,0,0,0,0,0,0,499,4,1996,473.7575747,270.4621919
13,7,A,207.5060188,374.1285495,130.0615617,355.8477653,482.8081151,768.8841754,501.6787601,0,0,0,0,0,0,0,299,5,1495,402.9878494,210.4551589
13,8,A,70.50900784,138.9464635,581.4452016,466.3723332,747.5197674,414.7106625,137.8150353,0,0,0,0,0,0,0,399,4,1596,367.6116469,272.4242623
13,9,A,734.1280732,185.2805731,-55.57613079,-18.66111604,229.2800376,48.83645239,31.52932869,0,0,0,0,0,0,0,699,1,699,260.943473,327.8853849
13,10,A,273.0777324,516.8332591,142.562874,443.0824003,69.04904885,573.054331,162.1948049,0,0,0,0,0,0,0,399,3,1197,336.2766076,206.3984247
13,11,A,285.5704293,107.1443817,449.5318332,47.58586968,459.2514884,357.5910698,214.9343196,0,173.6639557,0,0,0,0,0,299,3,897,274.5156274,160.645536
13,12,A,450.2127097,210.4333243,416.3433389,385.2267747,446.9800132,494.6954413,219.9154606,0,0,0,0,0,0,0,399,4,1596,374.8295804,114.0994691
13,1,B,167.4599256,66.16810426,183.8298079,516.9176065,658.9398555,396.5568467,39.05612958,0,0,0,0,0,0,0,499,2,998,289.8468966,237.4602205
13,2,B,748.6906312,433.8200254,822.8419802,962.0707587,445.7721406,266.2636204,760.0068704,0,0,11.53107616,0,0,0,0,699,4,2796,649.1278262,285.4650475
13,3,B,241.3502921,892.3481523,114.0379914,48.85311862,190.26486,679.3121941,770.5377527,0,0,0,0,0,0,0,599,3,1797,457.7399169,365.5037552
13,4,B,553.7726635,236.1633299,710.1376627,703.3290938,659.7190717,508.4103101,948.6111623,0,0,0,0,0,0,0,499,6,2994,602.8023667,236.6778636
13,5,B,569.9690089,239.4132907,595.1226661,921.7976629,126.2504368,307.2060085,338.074269,0,0,0,0,275.5804113,0,0,899,1,899,421.3107223,290.1010893
13,6,B,5.367329387,140.142885,370.8537449,257.4967147,253.5098321,728.9837959,217.8144686,0,0,0,0,0,0,0,699,1,699,340.6753962,300.5796282
13,7,B,340.3559652,79.38493708,720.7366891,339.5997476,404.0575149,143.6262343,582.5242447,0,0,0,0,0,0,0,499,2,998,367.7046363,247.2473693
13,8,B,359.2952196,316.9597436,753.1295916,736.4456918,774.4831336,796.1724369,317.86374,0,0,0,0,0,267.0024413,0,699,4,2796,556.3892479,253.2293322
13,9,B,533.1673111,316.8884649,457.0681564,129.77489,640.7769691,284.268342,27.08776726,0,0,0,0,283.6072225,0,0,499,2,998,321.9939574,233.0596116
13,10,B,74.84000789,101.5046299,554.9872681,155.6583504,368.368313,372.402213,233.9495844,0,0,0,0,0,0,0,299,3,897,284.3420027,183.2614895
13,11,B,280.006044,492.180647,252.3682237,266.3325545,458.0323272,509.6504885,490.155392,0,0,0,0,0,0,0,399,4,1596,392.6750967,119.5138377
13,12,B,120.3763142,276.5524976,218.0048998,218.8980113,273.0960808,348.724221,429.4914424,0,0,0,0,0,0,0,199,6,1194,256.0698744,102.0077466
13,1,C,142.2785433,825.705537,203.7423232,253.6064319,152.6787684,567.8576974,527.4283398,0,0,501.8240236,0,0,118.8676346,0,499,3,1497,378.4525739,305.4444178
13,2,C,694.6034021,766.6571338,852.8486025,267.7152889,530.5372749,240.2980335,347.8795625,221.2341559,0,0,0,0,0,0,599,3,1797,528.3336706,273.204609
13,3,C,618.364345,138.2720316,304.6044125,768.9509181,603.9079155,387.4772757,748.8826052,0,0,0,0,0,0,0,599,4,2396,501.8396606,321.5506487
13,4,C,650.6542551,301.2086221,537.5791644,266.1326841,271.0839437,109.7259176,349.9332581,0,0,0,0,0,511.8795031,0,499,2,998,367.035193,220.8625366
13,5,C,592.3508949,549.7448522,546.7887602,594.0137123,691.9349179,439.0320266,6.767713651,0,0,0,0,0,0,511.5269573,499,5,2495,471.1031942,241.6677342
13,6,C,682.3000356,201.0579727,802.8222094,333.7795002,143.5519114,145.1044491,595.3511846,0,0,0,0,74.70961902,0,0,599,2,1198,432.7023259,294.2535212
13,7,C,115.9517248,686.5517963,565.374706,479.3650177,647.6326772,441.6059958,731.793531,0,258.4417028,0,0,0,0,302.0573811,499,4,1996,537.7782422,225.3684894
13,8,C,597.9062231,168.1628436,335.8093583,632.1520183,519.9205235,615.1724463,511.1108228,0,0,0,0,0,0,138.0447655,499,5,2495,476.7189521,186.6870908
13,9,C,517.2492476,632.4760657,597.5725141,143.0912129,205.6578069,636.7322927,499.6989534,0,0,0,0,0,0,0,499,5,2495,433.3336713,207.7828459
13,10,C,272.5355388,486.8195978,199.6373964,324.5516498,454.8800498,141.9482248,561.2143173,340.2734089,0,0,0,0,0,0,399,3,1197,348.7981107,156.4521323
13,11,C,475.888422,177.6833251,229.6478497,98.77841344,363.5647294,79.93076634,386.2311259,0,0,0,0,0,0,0,299,3,897,258.8178046,152.4098613
13,12,C,82.2780092,288.6131455,100.5781125,400.7051313,101.6266731,262.3496418,244.5439651,0,0,0,0,0,0,0,199,4,796,223.5533848,133.117404
14,1,A,507.9499942,782.7919096,917.0627186,533.9459663,295.581097,690.8292902,401.456464,0,0,0,0,0,0,0,899,1,899,530.5125685,271.8935838
14,2,A,70.89091796,261.3252203,685.7834262,634.0043674,520.5478745,815.4594425,934.2024142,267.5382169,0,0,0,0,0,0,499,5,2495,595.0210033,333.6972546
14,3,A,745.0168939,575.9567074,129.8813333,685.0837965,59.37495527,351.9189319,125.9031061,0,0,0,0,0,0,0,499,3,1497,377.5574725,335.1478614
14,4,A,566.3715678,436.3968578,630.3039822,949.5644325,344.4873452,823.8912885,347.851246,0,57.79764818,0,0,0,0,0,599,3,1797,591.0291296,266.5437425
14,5,A,750.3062351,590.7959911,695.4041327,91.96309836,516.6056794,561.8886691,747.8344171,0,0,0,0,0,0,0,499,6,2994,564.9711747,227.8717077
14,6,A,234.0404755,69.26012037,193.1309268,74.7190819,246.2630853,233.5491335,3.031228684,0,0,0,0,0,0,0,199,3,597,164.1223219,101.2329138
14,7,A,152.6350082,523.2379609,127.6203356,458.8867564,133.5106066,804.4150145,721.3103489,0,261.1743216,282.3235785,0,0,0,0,699,2,1398,410.4548791,312.320454
14,8,A,389.6535337,220.3777509,325.3055835,364.1217717,354.6680107,396.9065771,268.1990307,0,0,0,0,461.6795707,0,0,299,5,1495,324.3144806,75.26569677
14,9,A,448.3387546,515.3326698,645.3728586,25.7771608,406.3348328,130.2709555,230.0167763,0,0,0,0,0,412.6996638,0,399,4,1596,361.9045387,236.6326839
14,10,A,223.0322671,621.4412442,236.3617157,551.2461483,62.29627486,60.69593941,233.7961235,0,31.43591201,0,0,0,0,0,499,2,998,284.1242447,220.9114204
14,11,A,89.23701816,1.753264358,127.0153696,133.1662923,450.7158017,486.113404,214.929195,0,0,0,0,0,0,0,399,2,798,234.2652878,242.7583152
14,12,A,25.62547352,420.7920725,451.5488624,140.1451823,124.272123,383.4341072,243.298374,0,0,0,0,0,0,0,299,3,897,246.2201415,203.7325721
14,1,B,54.09692697,714.1546984,326.0816447,204.162988,524.3036207,121.2042992,929.5118011,0,0,0,0,0,0,0,699,2,1398,410.5022827,325.3068459
14,2,B,480.3003325,202.6175556,662.6210845,105.8532137,486.8429214,238.6402773,330.4386305,0,0,0,293.3044006,0,0,0,399,3,1197,362.8125642,212.6882035
14,3,B,877.1466885,440.3493616,975.2594784,333.9039357,843.4211535,72.08756256,197.9444852,0,0,0,0,0,0,0,799,3,2397,534.3018094,361.3183443
14,4,B,250.3394514,278.551265,902.7102933,96.93737448,645.2741555,649.3985955,910.2509188,311.4412248,0,329.9234969,0,0,0,317.7898159,599,4,2396,533.351722,326.5856109
14,5,B,295.366011,500.92259,59.67437564,91.47174019,286.6154047,622.089484,109.5157613,0,0,0,0,0,245.5835121,0,499,2,998,280.8079095,215.7384511
14,6,B,645.3153491,341.333635,181.4324635,271.7631986,856.357919,744.8619704,832.5173697,0,0,0,0,0,0,0,599,4,2396,571.3913473,299.9383214
14,7,B,480.9050849,186.8966607,719.1896801,628.8553713,206.9225824,373.6205457,152.7489646,48.12503441,0,0,50.97226166,0,180.3489966,0,599,2,1198,392.7341271,225.4454065
14,8,B,136.0912603,392.6949938,586.2043664,535.3463007,544.5605689,360.2044974,129.5704074,0,0,0,0,0,0,0,499,3,1497,381.9962335,207.9938947
14,9,B,52.64721952,232.0101081,722.1018206,397.7941626,273.4401597,556.5162452,549.2741859,0,162.5373032,0,0,0,0,0,499,3,1497,397.6834145,229.2702013
14,10,B,51.06489562,342.9909651,467.1121915,341.1110474,116.6543334,401.3367183,349.0953909,0,0,0,0,0,0,0,299,5,1495,287.0560174,213.5892715
14,11,B,214.9525909,114.7742776,230.1103044,544.3734152,398.2250565,119.0457423,231.0310308,0,0,0,0,0,0,0,299,2,598,270.4003522,169.2054875
14,12,B,422.4667647,271.640229,426.4301207,395.5913865,454.4984108,298.3937419,162.9336924,0,0,0,0,0,0,0,399,3,1197,360.0523528,110.5822755
14,1,C,771.0550936,779.241563,282.2937472,495.9794164,77.08333578,275.6786388,829.2252422,0,0,0,0,0,0,0,699,3,2097,491.960972,370.747499
14,2,C,953.9815313,918.3425006,326.764394,734.3300541,652.8642824,164.5679686,32.79558392,0,0,0,0,0,0,53.56474583,699,3,2097,560.8035277,432.5302076
14,3,C,425.5553854,614.4738989,643.3627152,605.7335561,966.6246124,842.0247091,672.0113922,0,0,0,0,0,0,0,599,6,3594,678.5142377,272.2419866
14,4,C,783.8561346,488.4201357,855.3465058,674.1683216,735.3430909,703.3389561,546.0569647,0,0,0,0,0,0,0,699,4,2796,695.6121721,152.8417988
14,5,C,584.6394021,389.0140226,875.6054128,641.791917,534.4443182,609.7185057,386.3522808,0,399.7933303,0,0,0,0,0,499,5,2495,574.5094085,167.3045583
14,6,C,717.0036311,592.5442198,347.0054914,605.7136939,569.9250333,402.7560444,605.2126042,0,0,0,0,0,0,510.5119531,499,5,2495,541.2694164,139.1904318
14,7,C,403.5548869,181.6018624,519.777943,412.7141224,370.7524193,715.9176095,110.8514703,0,0,0,0,0,0,0,399,4,1596,387.8814734,202.2609728
14,8,C,757.393427,679.3830705,150.311983,728.3012424,23.31159546,742.6305151,559.9080612,224.7247267,0,0,0,0,0,0,699,3,2097,493.642804,325.6078736
14,9,C,23.42224877,60.39499433,215.7539321,442.3713282,153.5909475,740.6904872,736.9000578,0,0,0,0,0,0,0,699,2,1398,339.0177137,304.7243314
14,10,C,298.0730458,92.68102179,364.0748667,91.44969164,49.32146922,216.7621278,603.4034655,408.5010865,0,0,0,0,0,0,599,1,599,281.2645078,224.0205505
14,11,C,353.6643918,147.1305156,375.3853052,339.1145933,120.5490426,251.1074077,358.6231442,90.77135094,0,0,0,0,346.6177966,0,299,4,1196,267.7433012,112.8881991
14,12,C,421.9416266,470.5453307,300.4277201,441.52826,447.6861746,227.5589142,356.4598378,0,0,0,0,0,0,0,299,6,1794,374.0343729,96.41186782
15,1,A,158.6945963,535.355151,928.2883478,471.71856,757.4085049,868.5174539,747.0899154,0,0,0,0,224.5564985,0,0,699,4,2796,647.8703411,336.5364275
15,2,A,144.6305995,88.9691388,843.2377413,688.4503298,659.6817352,850.6664297,849.0651046,0,0,0,0,0,0,211.9506642,599,5,2995,589.2430113,332.4457091
15,3,A,304.9884126,509.0698609,553.8021358,715.5066035,791.0964506,696.4383303,544.6627895,0,0,0,0,0,0,193.8723775,699,2,1398,589.0635641,215.6194564
15,4,A,913.7499884,946.8273603,646.5853598,368.8006198,674.1540517,168.6185351,619.204267,0,201.6100954,0,0,0,0,0,599,5,2995,602.2010535,322.6078294
15,5,A,484.0634528,518.1757689,661.4657825,283.1212954,502.3343461,98.16995718,643.6896323,74.5090958,0,0,0,0,0,0,399,5,1995,448.1143148,218.9306974
15,6,A,535.268153,479.795126,438.111347,324.6375853,243.142469,548.5697486,357.6210848,0,0,0,0,0,0,0,399,4,1596,419.401916,155.1446379
15,7,A,826.7442918,642.5762838,545.1908048,474.9258763,853.3286711,635.0892334,784.4664032,0,0,0,0,0,0,0,599,5,2995,654.4479269,189.942723
15,8,A,501.7281452,412.9112713,433.5824635,564.4292817,485.8490928,86.55135295,706.0180691,438.9926428,0,35.68555819,0,0,0,0,399,6,2394,463.0264009,206.8557964
15,9,A,81.47798693,189.349575,595.4832623,207.1001546,645.0813851,33.97493321,292.0991988,0,0,0,0,0,0,0,499,2,998,306.2443902,259.6092108
15,10,A,304.074773,343.1082737,499.7786219,26.96436029,599.1170502,360.1694228,29.21852296,0,0,0,0,0,0,0,499,2,998,300.3769337,236.274269
15,11,A,352.7230516,216.028826,533.3231069,290.1288418,316.3826816,289.8012695,247.5118852,0,0,0,0,0,0,0,199,7,1393,327.8776278,125.7415565
15,12,A,277.244034,113.4099192,408.2090489,373.5269158,120.5128782,290.7189781,437.829005,0,0,0,0,0,0,0,299,3,897,288.7786827,130.9365438
15,1,B,437.2192102,805.8123298,631.6504913,783.3187207,729.8588794,941.1949358,458.7166125,0,0,0,0,0,0,0,699,4,2796,685.2523618,224.9984488
15,2,B,130.5913717,271.1331991,770.4522275,141.5023837,259.6173569,479.2612201,78.04050896,0,292.3617812,0,0,0,0,0,699,1,699,278.3439382,284.1216548
15,3,B,152.5083727,285.2502288,194.3583048,849.0833699,417.4984079,758.3847979,507.7843579,0,0,0,0,0,0,0,699,2,1398,452.1239771,270.7178599
15,4,B,935.5556354,38.92904751,274.4240019,791.5053241,490.6294581,640.0193063,717.4304963,0,0,0,0,0,0,0,599,4,2396,528.5104622,332.5571091
15,5,B,707.3394882,35.22145648,866.8538983,156.4137633,607.7637849,542.9985116,794.1501071,0,0,0,0,0,0,0,599,4,2396,530.1058586,317.6170898
15,6,B,461.7686257,605.0617044,142.9595872,19.27628672,353.1667879,577.5691979,649.1208325,351.4127007,0,0,0,0,0,0,399,4,1596,409.2927057,264.5599623
15,7,B,483.1873359,431.1900639,481.7230785,798.9161615,507.8496276,300.3683908,692.7160099,0,0,0,104.7440288,0,439.2602182,0,399,6,2394,522.580379,206.1621039
15,8,B,486.13021,222.6683044,685.3210237,140.5167257,71.39067544,459.8592337,372.9200237,0,0,0,0,0,0,0,399,3,1197,325.4459978,227.6562901
15,9,B,13.16031798,678.009627,626.9615996,573.9840751,326.4249623,185.7889303,607.6053314,0,0,0,0,0,0,0,599,3,1797,422.3051613,302.05323
15,10,B,484.8479106,442.8138343,429.5542874,262.5841484,464.3067379,549.3952461,649.009085,0,0,0,0,0,0,0,399,6,2394,466.2772232,129.378047
15,11,B,411.4906187,558.4847733,203.1838673,406.4305955,26.39034507,285.424501,17.48313582,0,0,0,0,0,394.3482573,0,399,3,1197,272.6982624,203.9681937
15,12,B,461.7431381,454.6324616,115.908669,111.3399041,111.3709397,173.8043057,513.4610548,0,0,0,0,0,0,0,399,3,1197,298.8432813,215.2068839
15,1,C,830.1396645,253.5764057,202.5540112,103.9520121,24.72174875,163.3487502,274.8551788,0,0,0,0,0,0,0,799,1,799,345.8232494,342.1571329
15,2,C,483.2877679,313.6825995,721.1661279,474.8725579,94.03206834,153.8536256,664.0537586,0,0,0,336.4407606,0,0,0,599,2,1198,421.5956277,287.3806388
15,3,C,861.2990384,478.0931028,429.5957399,217.9766538,932.6481808,956.1680304,909.7149091,0,0,0,27.41794986,0,0,0,799,4,3196,683.6422365,300.7156921
15,4,C,571.0433063,97.33772856,410.0894891,224.9271233,170.4279629,937.1363417,466.4674906,0,0,0,0,103.756456,0,0,899,1,899,384.3976894,305.4612463
15,5,C,478.677564,273.4250684,388.3339283,319.4489615,432.9726342,506.525684,90.3013719,0,0,0,0,0,0,0,399,3,1197,356.3804645,173.9584787
15,6,C,295.7377384,224.4567116,207.2609247,371.0425494,383.684964,282.457165,103.0725737,0,0,0,0.16714262,0,0,0,199,6,1194,273.8759859,105.5104711
15,7,C,254.4734365,548.8122669,533.5548694,183.6028066,75.09534152,611.7795907,710.9292686,0,0,0,0,0,0,0,499,4,1996,416.8925115,242.5836157
15,8,C,216.6162298,480.7311156,371.5130491,491.3855757,58.17575609,98.41057486,539.7946387,0,0,0,0,0,362.3038698,0,399,3,1197,340.001785,210.439618
15,9,C,172.4127252,696.4452148,552.3231375,637.5762506,174.3345804,34.70593004,319.5630034,0,0,0,0,0,0,0,499,3,1497,377.9663064,283.1156242
15,10,C,281.6213136,395.3609955,450.6613877,318.9326466,440.4054987,370.1274178,1.380714336,0,0,0,0,0,0,0,299,5,1495,297.779188,175.5077435
15,11,C,161.673793,441.7459547,292.0649308,356.8548625,30.5349323,546.2454693,113.4767021,0,0,0,0,0,0,0,299,3,897,296.8204753,195.6353213
15,12,C,334.8078065,294.1171278,363.6668912,233.840758,338.7093665,286.798682,219.5373705,0,0,0,0,0,0,0,199,7,1393,288.7947727,55.80658875
16,1,A,173.1494333,319.9196586,684.1597585,823.3914013,499.6451497,665.0614282,401.9375238,0,0,0,0,0,0,0,599,3,1797,511.2698673,250.5420133
16,2,A,807.5010579,409.7679631,517.0213331,792.9883742,827.9040131,458.1335548,80.19291999,0,0,0,0,0,0,0,699,3,2097,605.1215397,319.8418162
16,3,A,700.1518508,69.80548981,499.5946176,450.870301,164.2593715,400.8572181,220.5224961,0,0,0,0,0,0,0,499,2,998,330.8667652,261.212286
16,4,A,444.8362076,858.4994668,790.1819385,227.0497359,24.85004003,221.4071661,914.6922412,0,0,0,0,0,0,0,799,2,1598,492.8570243,389.4421997
16,5,A,696.8809162,104.7328299,207.2645004,901.0652024,81.46371484,650.6704015,53.0755932,0,0,247.8470196,253.3609578,0,225.3523897,0,599,3,1797,435.6149073,357.5236928
16,6,A,195.541621,433.2258517,303.9060893,466.6251238,462.4597952,217.0335887,676.7185338,0,0,0,0,0,0,0,399,4,1596,393.6443719,168.4480411
16,7,A,613.6859278,466.4245827,805.7825153,703.1453923,293.6175185,768.6170799,681.2012993,0,0,0,0,0,0,0,599,5,2995,618.9249023,181.3852458
16,8,A,708.09689,579.9483296,732.224181,748.0646605,738.8654268,314.560515,31.93296923,382.0025563,0,0,0,0,0,0,699,4,2796,550.5275674,276.2306378
16,9,A,127.3833071,254.3107479,521.524759,120.1746006,630.1700082,171.6856163,553.4999306,383.9514293,315.5847346,0,0,0,0,269.0776316,499,3,1497,309.5373685,225.128615
16,10,A,301.5235783,519.1104979,350.8891757,507.350712,24.95657882,454.2267155,442.7356934,0,0,0,0,0,0,0,399,4,1596,346.1586556,195.0331851
16,11,A,380.6642795,190.3372912,266.6765795,98.19463688,60.88261593,402.2208214,296.1904023,0,0,0,0,0,0,0,199,4,796,242.166661,132.0330499
16,12,A,365.7576621,59.18146607,139.0011828,288.3560505,258.6053609,370.4074239,445.842923,0,0,0,0,0,0,0,199,5,995,284.4786449,145.658389
16,1,B,175.6319325,132.5868512,57.99038949,998.1948982,498.8025711,895.6940837,589.948984,0,0,0,0,0,12.44596418,270.4196708,799,2,1598,478.4071015,375.3176446
16,2,B,599.8572763,502.8928708,425.8941376,344.9276979,879.7268297,36.52779003,29.49939512,0,0,0,0,99.85826264,0,0,599,2,1198,386.0721878,329.2424847
16,3,B,507.4525315,727.6814923,552.9622895,505.0616453,763.2769214,790.5955455,766.0297267,0,0,0,0,0,0,0,499,7,3493,624.4203477,142.0401673
